"comment","pol","Topic"
"لا اظنها نقطة صفر لكن تحت صفر مع اسف ، لمفهش روح زيد شوف و اش زاد رفع القيود ، ..... و الله ماشفت بلاد ترجع للوراء كيما بلادنا ، و اكثر الكل في حكومة يشجع .... ما فهت والو و كأن حقد و كره ببلد ، لمصقش كلامي روح شوف فقط مصر كيفاش ولات مع ان اضعاف عدد مجتمع و امة سويس ، ...... الله يهدينا","-1","éconimie"
"قوة المواقع وتوجيهها لماينفع مصلحة العامة كنز لازم يعرف الجميع قوة التي بين ايدينا اننا يمككنا ااتغيير بتغريدة 🔥🔥🔥👏👏👏","1","réseaux social"
"شدو فهذاك الخيط تع الدولة راهي تسمعلكم و عندكم تأثير عليها و البلا بلا ياووو تنا.ت و صايي 🥴","-1","social "
"أسباب نجاح الحملة : -وعي المحتجين بخطورة تطبيق هاذ القوانين و ليس الاعتراض لمجرد الاعتراض ... -لفت انتباه القنوات المحلية و العربية ... -توعية المواطن العادي بالاضرار التي ستلحق به ...-الميمز","-1","éconimie"
"لا يمكن طمس مجهوداتكم كصفحة تقنية تسلط الضوء على اهم المواضيع من ابجديات الى مستوى متقدم شكرا لمجهودكم 👏👏👏","1","réseaux social"
"هادي هي لازم نكونوا هاد الثقافة و إستعمال شبكات التواصل الاجتماعي لايصال راينا للسلطات و عدم الاستخفاف بقوة هذه الوسائل","1","réseaux social"
"جزاااكم الله خيراا انتم و من مثلكم انتم الامل 😍❤️❤️❤️","1","social "
"سؤال واحد يطرح على الناس لي تقول أنه تم خلق المشكل و تم حله ....هل لو سكت الجميع هل كانو راح يلغو القرار ... أبدا","0","social "
"ممكن تريبونديلي في الخاص","0","réseaux social"
"لطالما كان السكوت و تقبل كل شئ السبب الرئيسي لوضعنا الحالي، وضعنا البائس. هذا ما يحتاجه الشعب الان ثورة علمية تقنية واعية هادفة نحو الافضل دائما","-1","éconimie"
"خويا واصل ورانا هنا ندعموك ماتديرش على جماعة حط نقطة نقولك نسبة جمالك من فوطو دوبروفيل","1","réseaux social"
"@.....47 كن غير بوتفليقة مزالو اوموان رانا عايشيين خير 🤡","1","politique"
"الدولة كانت راح تنهار و نولوا كثر من سوريا","-1","politique"
"@.....47 راهي منهارة درك عايشيين بدراهم الشعب برك 🙆","-1","politique"
"زيد ذيرو حملة خلوني نشري اورو بسعر البنك باش ما نخلوش الانتهازيين يخدمو و لي يحسبو في اورو اغلى من سوق سوداء فعليا 😂 هيا قاع لي عجباتو الفكرة يدير جام خلي ادمين يشوفها","1","éconimie"
"الانهيار لي كان راح يصرا كثر من لي راهو درك. منيش ندافع على أي واحد مي الإنسان لازم يحمد ربي","0","éconimie"
"هذا يثبت فقط أن كل القرارات المتخذة من طرف السلطات المعنية غير مدروسة غير مبنية على بحوث يعني حاب تخلي حاب تكمل فيه  يعني اخلق مشكل من لا شيء و صيب حل للمشكلة من لا شيء و حنايا نريحو في لا شيء و نامنو بلي درنا حاجه سمعولنا كون جاو يسمعو لطلبات الشعب كون السيارات متوفرة او على الاقل الحليب متوفر خلونا من أحلام اليقظة لعايشين فيهم رانا نبهدلو اكبر شعب حلال تضحك عليه هما هنايا","-1","éconimie"
"يا ريت الكل يقرا هاد الكلام🔥🔥","1","culture générale"
"عدك الحق مام هكدا ومزال خصنا نزيدو لقدام اكثر باسكو مالڨري رجعنا لنقطة الصفر رانا مزلنا متأخرين في هذ المجال","0","éconimie"
"الجميع يتحدث حول موضوع تقريبا واحد ما فاهموا 😢","-1","culture générale"
"و هذوك اللي زادو فالاسعار كيفاش حكايتهم؟؟؟","-1","social "
"افضل باجة والله. نتوما لي تستحقوا اشادة وكلش على عكس باجات مشهورة تافهة لي تنشر تفاهة!! 💗","1","réseaux social"
"كان بنفس الطريقة نعالج موضوغ غلاء و ندرة المؤن اللي اصلا معندوش اساس و تان الرقابة الغائبة  و كل من هب و دب ولا يدير السعر تاعو على هواه ... اظن انو لو الشعب زوالي و غني و ميسور حال يتوحد على ان يقاطع اي مادة يتم رفع سعرها او قطعها على السوق بغير مبرر  اظن ان هذا النوع من الاعيب سيختفي لان حال الجزائر حاليا جد غريب و مريب فاظن حان الوقت ان كل الشعب لازم يكون واعي و متفطن و ذو كلم واحدة فمثلا رغم انه باستطاعتي شراء مثلا مادة الموز الا اني قاطعتها لارتفاع سعرها لكن تجد انسان  متحلالوش الحاجة غير كي تكون غالية او مقطوعة يبدا يتكالب عليه ... اظن ان هذا الموضوع جد مهم و يرجى  التحدث عنه","-1","éconimie"
"أين الاموال المنهوبة هذا هو الوعد الانتخابي لي حشاها القايد وبوتبون لبوصبع","-1","politique"
"ولات كيما حملات ابو فلة 👏","1","réseaux social"
"عندي سؤال برك ، عل الظريبة على الملابس و بعض الاشياء الاخرى ايضا تم الغائها ؟ او على الهواتف برك ؟؟؟","0","éconimie"
"المشكل ضك يوليو يستهدفو الانترنت ومواقع التواصل 🤦🏻‍♀️...بحكم ولات مصدر تهديد ليهم..........","-1","réseaux social"
"القوى الناعمة 🔥","1","réseaux social"
"ياخي مارق يخي","-1","social "
"ياودي شعب منافق ، كي تكون فالضيق كامل يستشفاو وينشرو عليك أفكارهم الغاملة تاع السلبية ،تاع القوقعة اللي عايشين فيها ، نتا غير تصدقلك وتخرج مالضيق يولو كامل كان علابالهم وكانو واقفين معاك و.... و....","-1","social "
"قولولهم ًيزيدولنا فالسلاك راوً كلش غالي","-1","éconimie"
"جرب عيط نتاع العاصمة و تأكد اذا كاين منها بسكو هادو نتاع من و من يديرو هاك بزاف","0","éconimie"
" واه عيطت ليهم وقالولي راهي بارتو و كونطاكتيت جماعة قالولي بارتو و هاد شهر يبان جديد","1","éconimie"
"بديت نخاف على الصفحة 😢","-1","réseaux social"
"إن شاء الله ربي يقدركم و يقدرنا","1","social "
"أبدا","0","other"
"   3       التدفق    دون المستوى    3   7 é         👏","-1","comunication"
"جماعة واقيلا انا رقدت عام و فطنت دروك ، مفهمت والو راني عايش فغريلاند ، هاحلبونا شاكاين","1","social "
"اللعبة لعبة النظام ، إذا وافق الشعب على الضرائب الجديدة يستفيد النظام ، و إذا لم يوافق لا يخسر النظام","-1","éconimie"
"أنه فخ","-1","blague"
"ربي اوفقكم.... الى الامام ولا تبالي بالتثبيط... حارب لاجل قضيتك وفقط","1","social "
"خاوتي عندي حل كل مرة يدرو قرار هكا نروحو لل تويتر نديرو هشتاك موحد و نديرو هشتاك موجه لل دول عربية و اوروبية باش كي يحكيو القنوات تاعهم علي مشكل يحلوه تعنا من 👌👌👌👌👌👌👌👌👌","1","réseaux social"
"حبيت نقولكم حاجة برك ربما لم تنتبهو إليها لم يقومو بإلغاء القانون .قاموا بتجميده تسما يقدروا في أي لحظة يرجعوه🤷‍♂️🤦‍♂️","-1","éconimie"
"خافوا الحراك يرجع أدا ماكان","0","politique"
"نحن في حديقة تجارب الحكومة راهي تجرب فينا نحن الفئران مدى صبرنا وقدرة تحملنا","-1","politique"
"انا من متتبعي الصفحة وكل يوم كنت نشوف موضوع يتكرر وكل مرة تحوسو كفاش توصل رسالة من رداءة بث التلفزيون الجزائري إلى هذه الضريبة لي انا شخصيا حرمتني نشري حاسوب عند طريق الانترنيت يعني انا صفحة لها تأثير كبير الحمد الله","-1","réseaux social"
"المهم مانبقاوش ساكتين يسمعو بينا و لا مايسمعوش بصح  واحد مايقدر يخفي مكانة  و مواقع التواصل الاجتماعي و بلي تقدر توصل صوتنا أنا وحدة من الناس ماكنتش فاهمة الموضوع و من خلال هاذي الصفحة عرفت و فهمت مالا لوكان أي واحد عندو قاعدة جماهيرية  ياخذ موضوع و يصر عليه راح توصل لفئة من الناس و فئة توصل لفئة على الأقل نقلعو الستار على بزاف مشاكل و حتى إذا ظهرت مبادرات للحل نوقفو معاها و نتكتلو ،النظام تاعنا و دولتنا راها باينة سياستها بصح إذا سكتنا راح نكونو مشاركين","1","réseaux social"
"سي نورمال يوصل لأنهم يشوفو الشعب وش راه يهدر هنا و يديرو وش يخرج عليهم  و","1","réseaux social"
"مزال كاين ناس بعقلية الكهول","-1","politique"
"من أفضل الصفحات تأثيرا👏👏","1","réseaux social"
"مع الاسف انت لا تفقه شيئا سيدي","-1","social "
"@_ في الاختبار ولا 🤣","1","blague"
"@66__ الاختبار كاين غير -1 😂...نفس الرأي لازم زدمة  لالجيري تيليكوم","1","comunication"
